Lead Origin,Lead Source,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Last Notable Activity
Landing Page Submission,Google,1,3.0,1248,3.0,SMS Sent,Travel and Tourism,Unemployed,Unknown,SMS Sent
API,Organic Search,1,3.0,949,3.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,6.0,763,3.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
API,Google,0,2.0,33,1.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,298,2.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,1,4.0,1554,4.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,7.0,137,3.5,Email Opened,Retail Management,Unknown,Unknown,Email Opened
API,Google,1,8.0,1054,2.67,Email Opened,Rural and Agribusiness,Unknown,Lost to EINS,Modified
Lead Add Form,Reference,0,0.0,278,0.0,Email Opened,Human Resource Management,Working Professional,Interested in other courses,Modified
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Google,0,3.0,254,3.0,Page Visited on Website,Unknown,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Google,0,6.0,239,6.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
API,Olark Chat,1,0.0,0,0.0,Resubscribed to emails,Unknown,Unknown,Lost to EINS,Resubscribed to emails
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,Will revert after reading the email,SMS Sent
API,Google,1,3.0,519,1.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Google,0,4.0,464,4.0,SMS Sent,Supply Chain Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,4.0,390,4.0,Email Opened,"Banking, Investment And Insurance",Working Professional,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,1,5.0,992,1.25,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Organic Search,1,4.0,813,2.0,SMS Sent,Travel and Tourism,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,8.0,75,8.0,Email Opened,Human Resource Management,Unknown,Unknown,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Direct Traffic,1,3.0,1099,1.5,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,8.0,350,8.0,Page Visited on Website,Retail Management,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Google,0,10.0,524,1.67,Page Visited on Website,Human Resource Management,Unemployed,Already a student,Modified
Landing Page Submission,Google,0,11.0,287,11.0,Email Opened,IT Projects Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,4.0,204,4.0,Email Opened,International Business,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,1,3.0,664,3.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Organic Search,0,7.0,231,7.0,SMS Sent,Healthcare Management,Unemployed,Ringing,Modified
API,Olark Chat,1,3.0,1580,1.0,Page Visited on Website,Finance Management,Unknown,Lost to EINS,Modified
API,Google,1,4.0,998,1.33,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
Landing Page Submission,Organic Search,0,4.0,1060,4.0,SMS Sent,Business Administration,Unknown,Unknown,SMS Sent
API,Google,0,3.0,232,3.0,Olark Chat Conversation,Unknown,Unemployed,Ringing,Modified
API,Google,1,4.0,1656,2.0,Olark Chat Conversation,Unknown,Unemployed,Graduation in progress,Modified
Landing Page Submission,Direct Traffic,1,5.0,959,2.5,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Organic Search,0,3.0,443,1.5,Unreachable,Supply Chain Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,23.0,351,3.83,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Ringing,Page Visited on Website
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,5.0,1925,5.0,SMS Sent,International Business,Working Professional,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,2.0,503,2.0,SMS Sent,Marketing Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Organic Search,0,3.0,1046,3.0,SMS Sent,Healthcare Management,Unknown,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,208,2.0,SMS Sent,Operations Management,Unknown,Unknown,SMS Sent
API,Organic Search,0,2.0,268,2.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,260,2.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,305,2.0,SMS Sent,Supply Chain Management,Unemployed,Already a student,Modified
Landing Page Submission,Organic Search,1,9.0,181,4.5,SMS Sent,Human Resource Management,Unemployed,Busy,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,358,2.0,Page Visited on Website,Services Excellence,Unknown,Unknown,Page Visited on Website
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
Landing Page Submission,Organic Search,0,5.0,71,5.0,SMS Sent,Supply Chain Management,Unknown,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,5.0,2,2.5,Form Submitted on Website,Human Resource Management,Unemployed,Ringing,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,412,2.0,Email Opened,E-COMMERCE,Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,4.0,2094,4.0,SMS Sent,E-Business,Working Professional,Will revert after reading the email,SMS Sent
API,Google,0,3.0,1188,3.0,Page Visited on Website,International Business,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Google,0,7.0,402,7.0,Page Visited on Website,Marketing Management,Unknown,Unknown,Page Visited on Website
API,Olark Chat,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,903,2.0,SMS Sent,Business Administration,Unknown,Unknown,SMS Sent
API,Google,1,2.0,1485,2.0,Email Opened,Healthcare Management,Unemployed,Will revert after reading the email,Modified
Landing Page Submission,Direct Traffic,1,6.0,94,2.0,SMS Sent,Healthcare Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,1577,2.0,SMS Sent,Hospitality Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Google,1,2.0,997,2.0,Email Opened,Marketing Management,Working Professional,Will revert after reading the email,Email Opened
API,Organic Search,0,4.0,358,4.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Already a student,Olark Chat Conversation
API,Olark Chat,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Email Link Clicked
API,Olark Chat,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Email Link Clicked
API,Google,0,2.0,37,1.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Unreachable,Unknown,Unknown,Unknown,Unreachable
Landing Page Submission,Direct Traffic,0,7.0,62,1.75,Email Opened,Marketing Management,Unknown,Unknown,Email Opened
Landing Page Submission,Organic Search,0,5.0,134,5.0,Email Opened,Travel and Tourism,Unknown,Unknown,Email Opened
Landing Page Submission,Google,1,4.0,1237,4.0,SMS Sent,Finance Management,Student,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,320,2.0,Email Opened,Marketing Management,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,5.0,375,5.0,SMS Sent,Finance Management,Unemployed,Interested in other courses,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Google,0,3.0,86,1.5,Email Link Clicked,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,2.0,137,2.0,Email Opened,"Banking, Investment And Insurance",Unknown,Unknown,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Link Clicked,Business Administration,Unemployed,Closed by Horizzon,Email Link Clicked
API,Olark Chat,1,7.0,905,3.5,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,2.0,245,2.0,SMS Sent,Marketing Management,Unemployed,Busy,SMS Sent
Landing Page Submission,Direct Traffic,1,2.0,16,2.0,SMS Sent,IT Projects Management,Working Professional,Unknown,SMS Sent
Lead Add Form,Welingak Website,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,1932,3.0,Email Opened,Hospitality Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,0,5.0,1403,2.5,Email Opened,IT Projects Management,Unemployed,Interested  in full time MBA,Email Opened
Landing Page Submission,Google,0,5.0,97,2.5,Email Opened,Marketing Management,Unemployed,Interested  in full time MBA,Email Opened
API,Olark Chat,0,2.0,1491,1.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Olark Chat Conversation
Landing Page Submission,Direct Traffic,0,2.0,42,2.0,Email Opened,Operations Management,Unknown,Unknown,Email Opened
API,Google,0,3.0,187,1.5,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Modified
API,Google,0,2.0,971,2.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Hospitality Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,5.0,1303,2.5,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,5.0,37,5.0,Email Opened,Business Administration,Unknown,Unknown,Email Opened
Landing Page Submission,Google,1,3.0,176,3.0,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,3.0,294,3.0,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,SMS Sent
API,Google,0,5.0,464,5.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Lead Add Form,Reference,1,0.0,1113,0.0,Approached upfront,Unknown,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Direct Traffic,0,2.0,78,2.0,Email Opened,Marketing Management,Unknown,Unknown,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Google,0,5.0,209,1.67,Page Visited on Website,Media and Advertising,Unknown,Unknown,Modified
API,Google,1,2.0,1505,2.0,SMS Sent,Unknown,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,8.0,1562,2.67,Email Opened,Marketing Management,Unknown,Lost to EINS,Modified
API,Google,0,2.0,55,2.0,Email Opened,Unknown,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,1,12.0,1248,2.4,SMS Sent,Operations Management,Unemployed,switched off,Modified
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,International Business,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Google,1,4.0,921,2.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
Landing Page Submission,Google,1,4.0,391,4.0,Email Opened,Finance Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Organic Search,1,6.0,1525,6.0,SMS Sent,Travel and Tourism,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,6.0,268,6.0,SMS Sent,Marketing Management,Unknown,Unknown,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,IT Projects Management,Unemployed,Will revert after reading the email,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,378,2.0,Email Opened,Services Excellence,Unknown,Unknown,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Lost to EINS,Modified
API,Google,1,2.0,777,1.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Lead Add Form,Reference,0,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,701,2.0,SMS Sent,Marketing Management,Unknown,Unknown,SMS Sent
API,Organic Search,1,4.0,1600,4.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Google,0,4.0,678,4.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
API,Google,1,2.0,1051,2.0,Email Opened,Marketing Management,Working Professional,Lost to EINS,Modified
Landing Page Submission,Google,1,10.0,216,1.25,Email Opened,Travel and Tourism,Unemployed,Closed by Horizzon,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,Will revert after reading the email,Email Opened
API,Organic Search,0,6.0,259,6.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
API,Organic Search,0,1.0,307,1.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,1,3.0,248,1.5,SMS Sent,International Business,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,2.0,208,2.0,SMS Sent,Marketing Management,Unemployed,wrong number given,Modified
Landing Page Submission,Direct Traffic,0,6.0,295,2.0,Email Link Clicked,"Banking, Investment And Insurance",Unknown,Unknown,Email Link Clicked
API,Organic Search,0,5.0,178,2.5,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Google,0,2.0,112,2.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,13.0,11,6.5,Email Opened,E-COMMERCE,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,1,4.0,940,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Busy,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,499,2.0,Page Visited on Website,Finance Management,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Direct Traffic,0,2.0,109,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Ringing,Email Opened
Landing Page Submission,Google,1,4.0,1670,4.0,SMS Sent,Media and Advertising,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Google,1,5.0,883,5.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
